,date,BYR,EUR,KZT,UAH,USD
0,2003-01,0.0164252,33.2719,0.203925,5.9418999999999995,31.7844
1,2003-02,0.0162562,34.429,0.205576,5.94182,31.8345
2,2003-03,0.015988699999999998,33.9409,0.20819400000000002,5.89454,31.5729
3,2003-04,0.0156963,33.9815,0.206202,5.85471,31.3801
4,2003-05,0.015331,34.5513,0.204875,5.77205,31.1021
5,2003-06,0.0150078,36.4669,0.204125,5.63882,30.709
6,2003-07,0.0147152,34.7223,0.205946,5.64921,30.3809
7,2003-08,0.014570399999999999,34.3395,0.20635799999999999,5.64751,30.2791
8,2003-09,0.014517200000000001,33.2001,0.206829,5.67055,30.5036
9,2003-10,0.0144789,35.6043,0.205656,5.6789700000000005,30.6142
10,2003-11,0.0140383,34.7992,0.20292300000000002,5.5546500000000005,29.9451
11,2003-12,0.0138432,35.5021,0.202809,5.51687,29.7387
12,2004-01,0.013575100000000001,37.0979,0.20567,5.474,29.4545
13,2004-02,0.0131915,35.3635,0.204323,5.27896,28.4937
14,2004-03,0.0132329,35.5076,0.20509799999999997,5.2939,28.5156
15,2004-04,0.013260999999999998,34.9082,0.205346,5.2941,28.5151
16,2004-05,0.0134213,34.6289,0.209668,5.40129,28.9612
17,2004-06,0.013446,35.3907,0.21172000000000002,5.43363,28.9993
18,2004-07,0.0134428,35.0889,0.21367899999999998,5.443,29.0471
19,2004-08,0.013455199999999999,35.0532,0.213478,5.455,29.1019
20,2004-09,0.0135205,35.3713,0.21452100000000002,5.47267,29.2591
21,2004-10,0.0134572,36.0312,0.217488,5.43157,29.2224
22,2004-11,0.013208399999999999,36.6472,0.217885,5.34595,28.7655
23,2004-12,0.0128957,37.3264,0.21645199999999998,5.25728,28.1496
24,2005-01,0.0127492,37.8409,0.21343800000000002,5.1233699999999995,27.7487
25,2005-02,0.0129161,36.5899,0.216228,5.28382,28.1136
26,2005-03,0.0128099,36.72,0.212837,5.22822,27.7007
27,2005-04,0.0129155,36.0274,0.21023499999999998,5.32108,27.8548
28,2005-05,0.012898699999999999,36.0072,0.211391,5.46974,27.7726
29,2005-06,0.0131016,34.9134,0.21324,5.5555900000000005,28.1946
30,2005-07,0.013303800000000001,34.6258,0.21209,5.67558,28.6282
31,2005-08,0.0133166,34.716,0.210728,5.6852,28.6341
32,2005-09,0.0132644,34.879,0.211038,5.65612,28.5566
33,2005-10,0.0132558,34.3074,0.213347,5.59429,28.5348
34,2005-11,0.0132476,34.3946,0.212574,5.54059,28.503
35,2005-12,0.013381800000000001,33.9393,0.21463100000000002,5.66375,28.7792
36,2006-01,0.013363400000000001,34.185,0.215337,5.67232,28.7825
37,2006-02,0.0130756,34.0492,0.213002,5.49284,28.1305
38,2006-03,0.0130665,33.3291,0.215807,5.50315,28.1211
39,2006-04,0.0128746,33.6273,0.215729,5.42258,27.6996
40,2006-05,0.0126848,34.1906,0.21917,5.37279,27.2739
41,2006-06,0.0125603,34.7064,0.222155,5.3830100000000005,26.9355
42,2006-07,0.012571500000000001,34.2383,0.22770700000000002,5.34824,26.9423
43,2006-08,0.0125158,34.2112,0.22661,5.32,26.8197
44,2006-09,0.012478,34.318,0.213213,5.290979999999999,26.7295
45,2006-10,0.012505200000000001,33.9783,0.21049199999999998,5.29896,26.7799
46,2006-11,0.0125036,33.9852,0.209511,5.28414,26.7811
47,2006-12,0.0122874,34.6899,0.205628,5.20303,26.3081
48,2007-01,0.012290599999999999,34.6965,0.207609,5.21987,26.3311
49,2007-02,0.0123467,34.3802,0.21032299999999998,5.23823,26.5484
50,2007-03,0.0121718,34.539,0.21000800000000003,5.16567,26.1481
51,2007-04,0.0121237,34.6861,0.210061,5.13966,26.0113
52,2007-05,0.011947900000000001,35.0653,0.213842,5.082330000000001,25.6851
53,2007-06,0.012049200000000001,34.8128,0.211337,5.13709,25.9043
54,2007-07,0.0120187,34.715,0.21101099999999998,5.11465,25.8162
55,2007-08,0.0118917,35.0015,0.206631,5.07778,25.5448
56,2007-09,0.011914300000000001,35.0233,0.202803,5.095280000000001,25.6262
57,2007-10,0.011601,35.3457,0.206255,4.95517,24.9493
58,2007-11,0.011457499999999999,35.6492,0.204098,4.877129999999999,24.6724
59,2007-12,0.0113252,36.0055,0.20202,4.81239,24.4171
60,2008-01,0.011389699999999999,35.9332,0.203492,4.82357,24.5462
61,2008-02,0.0113498,36.29,0.203185,4.7900100000000005,24.4262
62,2008-03,0.011176199999999999,36.5099,0.198601,4.70975,24.0023
63,2008-04,0.010944200000000001,37.0873,0.194725,4.66203,23.5027
64,2008-05,0.0110478,36.8959,0.19649899999999998,4.73583,23.6588
65,2008-06,0.0111144,36.7827,0.196848,4.93501,23.7384
66,2008-07,0.011014300000000001,36.971,0.193826,4.96359,23.4068
67,2008-08,0.0110752,36.5752,0.19483,5.01576,23.4186
68,2008-09,0.0116368,36.2264,0.20550999999999997,5.285349999999999,24.5769
69,2008-10,0.0120046,36.4999,0.211555,5.0052900000000005,25.3718
70,2008-11,0.0128214,34.4092,0.226138,4.52767,27.0981
71,2008-12,0.012888,35.7166,0.22933299999999998,3.74319,27.606
72,2009-01,0.0133537,41.4275,0.242475,3.82952,29.3916
73,2009-02,0.013005699999999999,45.6636,0.290212,4.5564,35.4146
74,2009-03,0.0125291,45.3543,0.23705400000000001,4.2024099999999995,35.7205
75,2009-04,0.011946199999999999,44.8946,0.224651,4.21158,33.9032
76,2009-05,0.0116681,43.9939,0.21861,4.060840000000001,32.974
77,2009-06,0.0111214,43.378,0.205889,4.05288,30.9843
78,2009-07,0.0109368,43.8512,0.206222,4.05732,31.0385
79,2009-08,0.010931,43.9978,0.20668299999999998,3.8796100000000004,31.1533
80,2009-09,0.011266700000000001,45.4321,0.211097,3.7657800000000003,31.8397
81,2009-10,0.0108531,43.8877,0.198812,3.60898,30.0087
82,2009-11,0.0105863,43.0678,0.19267600000000001,3.5339199999999997,29.0488
83,2009-12,0.0104451,43.7658,0.195486,3.6267899999999997,29.0687
84,2010-01,0.0105395,43.4605,0.20323899999999998,3.7497,30.1851
85,2010-02,0.010540800000000001,42.4637,0.205686,3.7896900000000002,30.4312
86,2010-03,0.0102178,40.8047,0.203281,3.7332799999999997,29.9484
87,2010-04,0.009901199999999999,39.5713,0.20069099999999998,3.6999000000000004,29.4956
88,2010-05,0.0098426,38.6986,0.199042,3.65885,29.1537
89,2010-06,0.0102433,37.8133,0.209579,3.8788600000000004,30.74
90,2010-07,0.0103529,38.2097,0.21180800000000002,3.94569,31.2554
91,2010-08,0.0101434,39.4694,0.20435199999999998,3.82316,30.1869
92,2010-09,0.0102446,39.0127,0.20948699999999998,3.91364,30.8669
93,2010-10,0.010133699999999999,41.4392,0.206746,3.8438600000000003,30.5126
94,2010-11,0.0102198,42.7256,0.20864999999999997,3.87172,30.7821
95,2010-12,0.010334300000000001,41.0814,0.212229,3.93316,31.3335
96,2011-01,0.010113500000000001,40.4876,0.20582899999999998,3.80929,30.3505
97,2011-02,0.0098944,40.5811,0.20271999999999998,3.75101,29.8018
98,2011-03,0.009561,39.8136,0.197992,3.6412999999999998,28.9028
99,2011-04,0.00936185,40.3875,0.19567199999999998,3.57682,28.5162
100,2011-05,0.00912482,40.8078,0.18886299999999998,3.4528799999999995,27.5022
101,2011-06,0.00562083,40.2444,0.19240500000000002,3.50655,27.9805
102,2011-07,0.005613819999999999,40.4153,0.19110499999999997,3.48909,27.8726
103,2011-08,0.00559071,39.5182,0.18913900000000003,3.4612499999999997,27.6796
104,2011-09,0.00567546,41.7631,0.19733799999999999,3.62005,28.9278
105,2011-10,0.00569326,43.4191,0.216864,4.015610000000001,32.11
106,2011-11,0.0035440600000000004,42.1833,0.20384,3.76321,30.1245
107,2011-12,0.0036511699999999996,41.7559,0.212572,3.91498,31.4001
108,2012-01,0.00385582,41.6714,0.216874,4.00549,32.1961
109,2012-02,0.00362164,39.9678,0.204039,3.7731000000000003,30.3131
110,2012-03,0.00359669,39.1029,0.196475,3.63066,29.0253
111,2012-04,0.00363423,39.1707,0.198371,3.65165,29.3282
112,2012-05,0.00364754,38.9203,0.19871200000000003,3.6547600000000005,29.3627
113,2012-06,0.00394219,40.8076,0.222347,4.07367,32.9173
114,2012-07,0.00393488,41.323,0.21962099999999998,4.062250000000001,32.8169
115,2012-08,0.0039037300000000002,39.5101,0.21467,3.97735,32.2058
116,2012-09,0.0038724,40.7249,0.21762,4.010949999999999,32.5669
117,2012-10,0.00366314,39.9786,0.205982,3.79442,30.9169
118,2012-11,0.00367811,40.6548,0.208052,3.83643,31.3743
119,2012-12,0.00359103,40.0759,0.204697,3.7621200000000004,30.811
120,2013-01,0.0035337600000000004,40.2286,0.20210699999999998,3.7590000000000003,30.3727
121,2013-02,0.0034781100000000004,40.7138,0.19898,3.69429,30.0161
122,2013-03,0.00354178,40.1024,0.202936,3.74477,30.5124
123,2013-04,0.00358104,39.8023,0.20600000000000002,3.8162599999999998,31.0834
124,2013-05,0.0035971400000000004,40.6264,0.20531300000000002,3.82189,31.0433
125,2013-06,0.00365914,41.4486,0.209922,3.9044600000000003,31.7979
126,2013-07,0.00372116,42.718,0.215673,4.010669999999999,32.709
127,2013-08,0.00371366,43.7786,0.21516400000000002,4.0676000000000005,33.033
128,2013-09,0.00368801,44.0129,0.216899,4.093249999999999,33.2474
129,2013-10,0.0035677,43.8143,0.21120899999999998,3.9658,32.4839
130,2013-11,0.0034657800000000003,43.9406,0.208014,3.9176499999999996,32.0758
131,2013-12,0.0035499000000000004,45.187,0.215663,4.0443,33.1916
132,2014-01,0.0034233400000000004,45.0559,0.21175999999999998,3.9634300000000002,32.6587
133,2014-02,0.00364182,47.6408,0.22623100000000002,4.1856,35.18
134,2014-03,0.0036942,49.5839,0.196347,3.3817500000000003,36.1847
135,2014-04,0.00360013,48.968,0.195537,3.16492,35.6053
136,2014-05,0.0035758499999999998,49.3188,0.196219,3.11989,35.7227
137,2014-06,0.0034459499999999997,47.2677,0.189303,2.94366,34.7352
138,2014-07,0.00331798,46.1827,0.184418,2.88029,33.8434
139,2014-08,0.0034344799999999997,47.4699,0.19364,2.89692,35.4438
140,2014-09,0.0035409,48.6315,0.20291,2.73567,36.9316
141,2014-10,0.0037119300000000004,49.9817,0.21647099999999997,3.0412,39.3836
142,2014-11,0.00391078,52.7219,0.232011,3.2272799999999995,41.9627
143,2014-12,0.00453327,61.4108,0.272542,3.2831,49.322
144,2015-01,0.00387846,68.3681,0.308143,3.55525,56.2376
145,2015-02,0.0044100499999999996,78.1105,0.37371099999999996,4.32993,68.9291
146,2015-03,0.00409845,68.6857,0.330663,2.07701,61.2718
147,2015-04,0.00392177,62.0487,0.310447,2.45842,57.65
148,2015-05,0.00358366,57.1578,0.275236,2.40653,51.1388
149,2015-06,0.0035611199999999997,58.0145,0.28485499999999997,2.5105,52.9716
150,2015-07,0.00365813,62.3803,0.299883,2.65911,55.8413
151,2015-08,0.0039649,66.0002,0.321947,2.85323,60.3458
152,2015-09,0.00383862,74.8478,0.27856000000000003,3.06737,66.7152
153,2015-10,0.00371917,73.776,0.242588,3.08549,65.7364
154,2015-11,0.0036901200000000003,70.7537,0.229859,2.7928100000000002,64.3742
155,2015-12,0.0036957,70.6478,0.216996,2.80998,66.737
156,2016-01,0.0039041699999999998,79.6395,0.213821,3.0352,72.9299
157,2016-02,0.00360971,81.9077,0.206961,2.95954,75.1723
158,2016-03,0.00353185,83.1023,0.21701,2.80072,75.8994
159,2016-04,0.00336834,76.9207,0.19741399999999998,2.5849599999999997,67.8552
160,2016-05,0.0033472099999999998,73.3015,0.196618,2.55291,64.3334
161,2016-06,0.00333483,73.4406,0.19654,2.62358,65.9962
162,2016-07,31.8884,71.2926,0.189448,2.5846,64.1755
163,2016-08,33.618,74.3799,0.190273,2.70368,67.0512
164,2016-09,33.3096,72.6859,0.19169899999999998,2.50013,65.2535
165,2016-10,32.9415,70.9338,0.188946,2.44348,63.396
166,2016-11,33.2111,69.2863,0.188664,2.47911,63.2174
167,2016-12,32.9652,69.3417,0.19091999999999998,2.54837,65.2382
168,2017-01,30.9474,63.8111,0.181637,2.23826,60.6569
169,2017-02,31.0598,64.285,0.18574300000000002,2.2163399999999998,60.0851
170,2017-03,30.7658,61.3883,0.18537700000000001,2.13333,57.9627
171,2017-04,29.8935,59.8107,0.178432,2.0707,55.9606
172,2017-05,30.4401,62.044,0.181226,2.14669,56.9838
173,2017-06,30.3548,63.4107,0.181531,2.1548100000000003,56.6876
174,2017-07,30.6193,67.8072,0.183719,2.28058,59.3862
175,2017-08,30.8809,70.4603,0.18218399999999998,2.32308,60.0633
176,2017-09,30.2638,69.6222,0.173291,2.2767,58.5454
177,2017-10,29.5357,68.4483,0.170075,2.1815,58.0169
178,2017-11,29.4417,67.6434,0.17363900000000002,2.16373,58.1179
179,2017-12,29.0755,69.5185,0.176847,2.1565000000000003,58.5814
180,2018-01,29.1013,68.8668,0.173184,2.04955,57.6002
181,2018-02,28.3829,69.9322,0.17416,2.0181,56.184
182,2018-03,28.7697,68.9062,0.17596299999999998,2.10351,56.3742
183,2018-04,29.329,70.5618,0.17982900000000002,2.1761299999999997,57.2649
184,2018-05,31.0542,75.2056,0.189546,2.36369,61.9997
185,2018-06,30.8398,72.5806,0.188281,2.37483,62.0188
186,2018-07,31.5359,72.9921,0.183843,2.38527,62.7565
187,2018-08,31.4374,73.0738,0.17957599999999999,2.3199899999999998,62.3497
188,2018-09,32.6745,79.4966,0.187126,2.4086600000000002,68.0447
189,2018-10,31.093,76.2294,0.180626,2.32056,65.5906
190,2018-11,30.9562,74.4189,0.17775300000000002,2.3348,65.5962
191,2018-12,31.2217,75.7484,0.178169,2.35508,66.5335
192,2019-01,32.0732,79.4605,0.18056999999999998,2.50706,69.4706
193,2019-02,30.406,75.2006,0.171867,2.35499,65.3577
194,2019-03,30.8212,74.9691,0.17573799999999998,2.45673,65.8895
195,2019-04,30.4305,72.723,0.170498,2.38008,64.7347
196,2019-05,30.6906,72.3096,0.169558,2.44839,64.6314
197,2019-06,31.1884,72.8436,0.170928,2.4333,65.3834
198,2019-07,30.8831,71.8179,0.16575900000000002,2.41161,63.0756
199,2019-08,31.1648,70.7355,0.164966,2.53276,63.4172
200,2019-09,31.6768,73.3847,0.171686,2.6458500000000003,66.4897
201,2019-10,31.1266,70.7169,0.166503,2.67497,64.6407
202,2019-11,31.099,71.1918,0.164083,2.56843,63.7748
203,2019-12,30.4022,70.5475,0.165875,2.67341,64.0817
204,2020-01,29.3545,69.3777,0.161665,2.61205,61.9057
